"ID","TEAM","SHA","CREATOR","TIME","MESSAGE"
"251","3","e41e582db7859647c043b5928059d60fef85656a","user1","1456965470","distance method"
"252","3","dcf849119b3bdbb1fc8c4a77467547c880e7caeb","user1","1456965131","Merge branch 'ahmad'"
"253","3","b4060dc4419953d2e7b3943d295054bbcc0d6b1c","user1","1456965110","Function for distance started"
"254","3","0043f8df6a9e6004e664a676622f0dfd5bb0c194","user4","1456963758","Added Old files"
"255","3","1f1f4c30248ffe5e75aa334777db76aad3dfb029","user4","1456963701","Added Map FIles"
"256","3","67149399a532c564686f55958e53c35b3750100d","user4","1456962692","Added the map files"
"257","3","a3683d7e5d167e81b03c62b2e9be620f0f30eaab","user4","1456962529","Added About page and Selection screen"
"258","3","a5844b34dbcd3d7fa5a7bbfa436555f8220fffe6","user4","1456962490","Removed unneeded file"
"259","3","f0487a2c7f6948d96d188d4dbd2e41a679cd28c3","user4","1456962182","Merge"
"260","3","bad0b71e122b2f1492a40e5e0c3efe8edcfedb29","user4","1456961943","Merge"
"261","3","0d48b72cb6992cb0816f97e670c77d8c723e7d6c","user4","1456961714","merge"
"262","3","8fb79951fdade755b261e81b3b92c211d3a4caeb","user4","1456961446","merge"
"263","3","cbe740de8d00147a76156dae2839d5a42061dbc9","user2","1456935545","commit"
"264","3","34b720f6a8ddb03d029746c5fbb6287ebde9c1e1","user2","1456935265","commit"
"265","3","5a7e8f432e61641a78b34e1bd99ee7c15b220605","user1","1456930466","Updated Readme"
"266","3","896c22baa2f3ffecc4c23fca94bcab2a9912cf96","user1","1456888840","more lots added"
"267","3","122d2e987f55fd5b4793b0806b3f3dd274f49290","user1","1456886625","removed stray marker"
"268","3","8e9ec408b61b0fc57a8de459c8d9848156fd2dd2","user1","1456885927","All info windows added"
"269","3","bdefda3fa3a40b8f235839ac97e3e70a12b25020","user1","1456884977","Info Window added"
"270","3","4f2c1375a1b45937df744da8834001ce4a0cfb9e","user1","1456809377","Fixed minor bugs"
"271","3","509f94d780079a2452b30373ce8456c638202309","user1","1456808829","More parking lots added"
"272","3","7269af04d95b1a061a5253c961b3a926826ebdb9","user1","1456808120","Added Capability drive"
"273","3","e736a47022e0f5f79c5eaea3041121b2541ad573","user1","1456799449","adding infoWindow"
"274","3","e770198d1118ff154698278b8a14f3e11dc61bf5","user1","1456797357","marker listerner"
"275","3","4dcf85e5cf2e88a31576cdcb0bd2aaf3c88495bf","user1","1456794513","Started work on MarkerListner"
"276","3","f23ef71773c97a1a21267160d78b178e2f5588e0","user4","1456642346","Added about and selection screen"
"277","3","e630fdf8b8389a205e3c351673bef1ee839d8785","user4","1456631301","Added About Page"
"278","3","4c6f3a0276eb2661be30884926ee32129cdb3d98","user4","1456628777","changed text"
"279","3","e0f45a76e20f06c0def3182487146b62de7ea7ac","user4","1456627254","Fixed small bugs"
"280","3","ba0ba012321fa8867374cc5e51bf0c0c0fb1f053","user4","1456626420","merge"
"281","3","319e1d8b04c43624b0ecb7e7c3a098f51d48447e","user4","1456626347","changed text"
"282","3","84cd02372dc9c7ac38c027612cf26ebb7603e589","user4","1456625103","removed comment"
"283","3","a2edd3d4fc77e1aa610c92c2ec859020bb99fc78","user4","1456624996","changed in my branch"
"284","3","ebc700aeacf1b2f69472b65d9114a39ddf1c20d1","user4","1456624776","Merge"
"285","3","bb8c40182640b02172ea5ecff234acb410916325","user4","1456624697","Added comment"
"286","3","a37cb4778abecbf09a35ef076b8d32af794ebc3d","user3","1456533322","git cleanup"
"287","3","497b49dad3ccaf2456320480e911c06d64416b45","user3","1456533247","git cleanup"
"288","3","5c5ae2211a3fe76903f01a71783530927d965812","user3","1456532692","repo cleanup"
"289","3","459d3f9f398df4208b77919700076d592dfc3b6c","user4","1456532003","Changed comment"
"290","3","c667c2be3cbe7ced4f18db548da540affc4c1282","user3","1456531436","user authentication & signup"
"291","3","0cc36b9f9d514dddcdfe6a16c2417555036e1112","user3","1456383560","on click listnere added"
"292","3","9a799e3a195fd9ed07a132748fc2feb597aa0549","user3","1456382599","""add bluce circle, marker fixes"""
"293","3","ae476277d305d1822cb7e3fcd8c97965cca372f3","user3","1456377739","added parking markers"
"294","3","6b2ae72ef5d52bbafc11d87abda0bce8797165de","user2","1456347270","""Merge pull request #31 from nikraina/kagarwa

App Name Updated"""
"295","3","c4b869c77964b0e44b84783d1173c47ade6d90c9","user2","1456347009","App Name Updated"
"296","3","f67f7c3464b82bbbfeae6d5d4e2a5ff7fc9e1fa0","user2","1456278797","""Merge pull request #30 from nikraina/kagarwa

Launcher Icon Changed"""
"297","3","d039d2e15a977c46d83842bbbcae4bdf7681458d","user2","1456278615","Launcher Icon Changed"
"298","3","3a694fd07414da840800a191a036a21d3f8fc10b","user2","1456278409","""Merge pull request #28 from nikraina/kagarwa

Map Marker Added"""
"299","3","a89f39bdd94deff4eec6b129429825ae1a361de2","user2","1456278342","Map Marker Added"
"300","3","3451f6ab46f7ece87a38748dfb75af00fba5ace8","user4","1456254714","adding a test file"
"301","3","8e0c109befb30c781c3679a9c1d0ab4788165d4c","user2","1456236628","""Merge pull request #26 from nikraina/kagarwa

Location Listener Feature Added"""
"302","3","127786381f11d0d21932d544621774bac53b7480","user2","1456236580","Location Listener Feature Added"
"303","3","74028df3c0f9a7287d3f55533929905551b9d2b2","user2","1456235316","""Merge pull request #24 from nikraina/kagarwa

User Current Location added to be set programatically"""
"304","3","09079361e81a14be5bc0303092a9098877b0bb8b","user2","1456235260","User Current Location added to be set programatically"
"305","3","3caf668e00b748c0c4dbba4904b4d212e5c24cf3","user2","1456231911","""Merge pull request #22 from nikraina/kagarwa

User Current Location Feature Added"""
"306","3","489017b4fecaf557712e1def8104004b07aa9697","user2","1456231874","User Current Location Feature Added"
"307","3","29bd637dfeeaefa41e375bc8b6050d1440372e9b","user2","1456230391","""Merge pull request #18 from nikraina/kagarwa

Zoom Level Updated"""
"308","3","a340071231e93de367f18679d97dd65bfc9a608c","user2","1456230293","Zoom Level Updated"
"309","3","f4567da89659c3d2787dfba1acf7fd7369b91b31","user2","1456229075","""Merge pull request #16 from nikraina/kagarwa

Moved static code from activity_map.xml to MainActitvity.java"""
"310","3","09faef24646a9ae4a4427bd8050612eb34939928","user2","1456228989","Moved static code from activity_map.xml to MainActitvity.java to make it programmable"
"311","3","2276b38c4b2be13722e0f64de4affde29e982949","user2","1456226645","""Merge pull request #14 from nikraina/kagarwa

removed map:mapType = satellite from activity_map xml"""
"312","3","56dd57d3c676bf2d3d4a15886f711c9c66878906","user2","1456226541","removed map:mapType = satellite from activity_map xml"
"313","3","5366460898300dd8d9683ced5b07f990f6ed7525","user3","1456211727","map opens at NCstate centennial :)"
"314","3","cb6bdd8179a4c93e1bacab4a2cf0e81e2a3691c1","user3","1456210435","map intanciated"
"315","3","e96510102d6975b33cd4db0fa84c74869fe22439","user3","1456209188","map added"
"316","3","83658c00d8f2756dce28d348e93a9fbb1b7d5227","user4","1456030921","Loading Packages"
"317","3","5b89cab5c9803061f9d3e2c711ea45fbcbaa6e68","user4","1456030464","Basic Setup"
"318","3","f429661e47494e823fe40b424a1d22ebb06f23a4","user2","1454388830","report Latex Update"
"319","3","2fd3b02d6965b8f11202387594726120409578d1","user2","1454388452","report Update 3"
"320","3","70d0a1283e8b3da88e0e8d732d2866ea7a5913e7","user2","1454387222","pdf Update 2"
"321","3","1380182934f3c8b4a88aaff84d2de8c329b6e094","user2","1454385673","PDF Upload"
"322","3","3178486e093c5bb7eade3f8f69c6bc6fedce98fc","user2","1454385520","report Update 2"
"323","3","10e659142eacab31a5fcc0eec2a38e0d59a2841a","user2","1454355159","report update"
"324","3","8d43e130d809a75b495f885be8495e31b50f0840","user3","1454297867","""Merge branch 'master' of https://github.com/nikraina/CSC510-Group-M

adapting the changes"""
"325","3","538224c55d535cd26ad9e3c12e01c24203de3372","user3","1454297685","""Merge branch 'nraina-1'

changes to latex"""
"326","3","bfcf393c315ecb074d8e4642bdd0c8b730113e63","user3","1454297673","addition to latex"
"327","3","0c714ef210b10cdc2342a2915f3b9f474236d560","user3","1454283074","planning commison study"
"328","3","85e2fcb1bbf142f1612c5c98362cc58bd1e692f1","user3","1454208423","Update README.md"
"329","3","ef975feb58b43f6e6c3ab143cd8ab1a55a897d19","user3","1454208213","Merge branch 'nraina-1'"
"330","3","044edad282d7ac99a063312eafc271d07974c8db","user3","1454208187","adding Sharelatex format"
"331","3","80e53453f94f48eebefc71fca628a5db0e51d43e","user3","1453838983","added link to the white paper"
"332","3","dc4e644d6e3b88b3249dd6eb4f76321525386498","user3","1453838884","added doc for collaborative info sharing"
"333","3","e0bcbc131500ffaea88ad3868e23dbb99d1da7fa","user3","1453838292","added data collected so far from google forms"
"334","3","a74ecc163d1879fa92ab0f1cd4fb26686f2b8e65","user3","1452562348","Create README.md"
"143","2","b71e03d7d9fdaafa057cec25efe5d927cf2969a3","user4","1456875129","deleting temporary files"
"144","2","5319694ba41bb23b4764f601347e1e525a8f7304","user3","1456874227","Delete the temporary readme"
"145","2","77439bfb9f73e9d94ecbfdd0ca45aac6bcdebde8","user3","1456872316","Update README.md"
"146","2","fca377f4b97b5e856a4ec4ef15e369c64065ddd7","user4","1456865998","removed compilation python files"
"147","2","3b48fa749c9b71949fe82552fd634644c2996715","user4","1456842424","updated json file"
"148","2","7c5dcbd6c961099acd2124b20ae026c0b8907ed1","user4","1456842034","added additional restaurants in csv file"
"149","2","83b2bd8a6d2b017b4f9aeca01cef399cbc5e4c96","user4","1456840918","code cleanup and minor variable changes for the keys"
"150","2","12b7625d1a6de31d7b232ae8c8fd14c40630fd0d","user4","1456840215","updated demo time"
"151","2","d6487dc24fb57e07266cff5f063c29076ab0ea17","user4","1456795379","updates to the individual poc"
"152","2","2cdfe53c60940c34b9c534693c8794729b5c3e4c","user1","1456790259","corrected aggregate calculation fixes #55"
"153","2","0959ff1ab4ffe7310bdb3804c5bbea6bf2d9ec49","user1","1456781962","get JSON data and display ratings including aggregate"
"154","2","6fdef88bc193e562c3ace8e625275d550035b8eb","user2","1456740284","extract individual reviews from db"
"155","2","84ebf38db477a06888dfd4b8bfdf19f58bb02aae","user3","1456737763","modification in strings xml file"
"156","2","73b491f3a831e519a40a7652427dd8b280ea214d","user3","1456737689","layout modification"
"157","2","6b7f6cfc316feaaec035e035adbe80f5afb8ce5e","user3","1456734712","non clickable rating bar with reduced step size"
"158","2","303647fd779b8b7776850031fabef26ee108968f","user3","1456734405","edit text for main activity"
"159","2","d0d0901efa7c0124b4398ec1a84893bf9cb530a4","user2","1456733114","resize the thumbnail fixes #54"
"160","2","59fd2fe4acfe664f2f5a4018d9cb0dd0baa6146f","user1","1456732214","added code to parse ratings and display in a pop-up"
"161","2","39454cc83ff15828f8ab76362c5ea6bd74f0be90","user3","1456731537","updated manifest file"
"162","2","b6676828c31b840bff7e7aacb2554a2fac0f9232","user3","1456731292","MainActivity data store and string add"
"163","2","6c23b90821c724a740da556f9bb9da5fe4e35320","user3","1456727538","Menu list addition"
"164","2","d2951288fa0a630e360b8652366d3483b6018147","user3","1456727333","layout design for each of the item or restaurant view"
"165","2","073007cf24b955c26f2d076308e87768e3c10d27","user3","1456725911","Launch new activity on click of restaurant in list"
"166","2","8d1e3b2d5ce67ccf6de4b0db80c5618f5c04656a","user3","1456725709","data holder class for storing the the parsed data in hashmap"
"167","2","e1cc0e4ac94dbe87cd03b182ae4431bed9fee9d8","user3","1456725496","getter and setter methods to fetch data in another activity"
"168","2","7697c23f9af7a726c5f4983af7d00dff55cb9bea","user2","1456712848","added hyperlink to thumbnail"
"169","2","6050f0c1b77f1fb47ff8f424b46641c0ad061067","user2","1456710247","fixed the weighted average calculation fixes #52"
"170","2","2c4951679d4996d54a126ab48c9936cc86b21cf1","user2","1456709268","added ratings count to schema and script closes #53"
"171","2","54cfbf6a1424624dd82ba2e0f8865d96cbbcbef8","user1","1456708317","fixed fractional stars display on review page"
"172","2","666caffd3449223cf4db761df1972f1665bdac42","user1","1456707637","fix stars display issue"
"173","2","e6e2fba4969094071f365c5d23a517dd5336799f","user4","1456668342","added photo url links to the restaurants json closes #49"
"174","2","7f65385bca3ff13a1273c4ce1295c90bb8124a51","user1","1456654542","added aggregate metric"
"175","2","9df2c4e8e6f9ead91c1dba6fc429bfc964525344","user1","1456654394","added visual star to ratings"
"176","2","b016425eaa7d830dab092d8bd850076fb5c59b22","user1","1456651878","page for displaying individual reviews closes #3"
"177","2","5a14c3afe93439142f6eb771f2207c082aee3176","user1","1456650888","changed homepage design to new specs"
"178","2","52389468cc06ac525c0c5be14f21bd5f1b7f3044","user2","1456647587","Sample output file for reviews"
"179","2","470b8c8c8621c64f097a9b579c0a9548288eec8f","user2","1456646545","update migrate script to support thumbnail url"
"180","2","0b52af42a2a6e99b817abcbe1b93ff82daed2c5f","user2","1456646458","Added image to restaurant index views closes #46"
"181","2","512bff4bae438da40a09ab705c634aaccf8d5bc9","user2","1456643202","script to migrate json data to rails db closes #45"
"182","2","6a803620f1fb8f68dcee40010d95d5ab3cf6783d","user1","1456642824","display/ search list of restaurants"
"183","2","252024cb769cd389eac45dcb713a483ce6cf959e","user3","1456637631","Fetching real time data from amazon s3"
"184","2","a70593ed00b55153fa11dbc28d6c421614828bdb","user4","1456631806","Added code to push the json file to Amazon s3 closes #43"
"185","2","7de7d63c503e77b950677ccdf793b72d9488c991","user1","1456621142","added migrations for yelp/TA/FS closes #9"
"186","2","552b5d0f9d56c1449facf83f522b7d54b864c85e","user2","1456607406","added resto_scrapper controller"
"187","2","36b1190d0df0b58b7cac06daf270f826a3b126b2","user3","1456601689","search box implementation"
"188","2","f2e1a9c7050bfee6a8d8afd70d505caaf6b4e67c","user3","1456600707","Layout modification"
"189","2","679e1d2e58bca07bae19399ca6b1aa73b6184dc8","user4","1456417132","updated json file"
"190","2","0ca8983f091fe8629ff5fd4845061ca784267bc2","user4","1456416598","added code to remove unnecessary unicode characters from the reviews closes #40"
"191","2","f5f713d32d03f6fd2ce712ee6ce110512b7b6dda","user4","1456165672","added individual module code and output json"
"192","2","7e3c19276cb202dbf8c708a2e45e8d1519be76d7","user4","1456155978","adding code to crawl the reviews closes #19"
"193","2","75ab7d65135425330b01a8fc517cca7edb8b235b","user3","1456132536","delted duplicate folder"
"194","2","12ab14f3f17880cd214cfd4ade858c31b946a151","user3","1456131906","initial commit"
"195","2","6b695823ca333e14c63853431f7180d5fa7d2ec4","user3","1456131642","initial commit android solution closes"
"196","2","fed481e621923b1a0567827c5ac0b2627eafcaff","user2","1456127197","added schema file for webscrapper app"
"197","2","fb5055e2edc7b2c093235813f62785459aee9702","user2","1456125053","Create a webscrapper app for frontend closes #35"
"198","2","5850eba3bac8fe586ccd21be34a6ac5962921b47","user4","1456096324","added url to sample json output"
"199","2","e426318bb30f7cac6e67d0a1eae550adcc5925f2","user2","1456094086","updated the name of the sample output file"
"200","2","2ffdbf4a61f95f664f9efb1d2f89e1cc832b974d","user1","1456093633","added basic popup structure closes #19 and #26"
"201","2","3c4cf9a09c58509c9193555b5c3f17c065ac21f7","user2","1456093971","renamed sample json file"
"202","2","ecce55883048ad5498029bbd326dd360c4cc3aad","user2","1456093691","formatted the sample json file ouput"
"203","2","48de589132b8527d821dd41897d6b09f5a12f8db","user4","1456093171","Update sample_json.txt"
"204","2","a71d433432bcc6f33330ffc70a80b02881b2b10f","user4","1456092994","Update sample_json.txt"
"205","2","08e0891a2ac7307720e16645cc2c3c62d3485531","user1","1456092257","added logo fixes #18"
"206","2","90fb6fe2eb6cbb48fd392fbd449673012690824f","user2","1456092159","stub dir for webscrapper frontend"
"207","2","b4bcaaf1edfbeb1141322bdde565a08d8f347681","user4","1456091796","crawler script for fetching ratings closes #6"
"1","1","38cc9b8ac46f1d5180faf6d0da8cfbfae90ed643","user4","1461998097","updated data files"
"2","1","2656dc0fe8e9038b2ad9888d5bae14886983028b","user4","1461713286","fix"
"3","1","aa2e9a0ccbedb048278808be14941d541a6f7fbc","user4","1461713134","added issues extracted data for May"
